repro pycs discovered: 82  (round63 batches + 11 pinned R62 witnesses)
round68_diag3/r68_big_sinkreturn.pyc                           1/3 bad=2 d=-1          1/3 bad=2 d=-1        
round68_diag3/r68_sink_continue.pyc                            2/2 bad=0 d=+0          2/2 bad=0 d=+0        
round68_diag3/r68_sink_return.pyc                              2/2 bad=0 d=+0          2/2 bad=0 d=+0        
round68_diag3/r68_sink_tailreturn.pyc                          4/4 bad=0 d=+0          4/4 bad=0 d=+0        
round68_diag3/r68b2_cell_tuple.pyc                             3/3 bad=0 d=+0          3/3 bad=0 d=+0        
round68_diag3/r68b2_cell_tuple_body.pyc                        3/3 bad=0 d=+0          3/3 bad=0 d=+0        
round68_diag4/r68b3_headif.pyc                                 4/7 bad=3 d=-1          4/7 bad=3 d=-1        
round68_diag4/r68d4_orchain.pyc                                3/3 bad=0 d=+0          3/3 bad=0 d=+0        
round68_diag4/r68d4_s2.pyc                                     7/7 bad=0 d=+0          7/7 bad=0 d=+0        
round68_diag4/r68d4_s3.pyc                                     5/5 bad=0 d=+0          5/5 bad=0 d=+0        
round68_diag5/r68b4_apib_inc1.pyc                              2/2 bad=0 d=+0          2/2 bad=0 d=+0        
round68_diag5/r68b4_apib_inc2.pyc                              2/2 bad=0 d=+0          2/2 bad=0 d=+0        
round68_diag5/r68b4_apib_inc3.pyc                              2/2 bad=0 d=+0          2/2 bad=0 d=+0        
round68_diag5/r68b4_apib_inc4.pyc                              2/2 bad=0 d=+0          2/2 bad=0 d=+0        
round68_diag5/r68b4_apib_inc5.pyc                              2/2 bad=0 d=+0          2/2 bad=0 d=+0        
round68_diag5/r68b4_apib_inc6.pyc                              1/2 bad=1 d=+0          1/2 bad=1 d=+0        
round68_diag5/r68b4_apib_inc7.pyc                              2/2 bad=0 d=+0          2/2 bad=0 d=+0        
round68_diag5/r68d5_trymerge.pyc                               2/2 bad=0 d=+0          2/2 bad=0 d=+0        
round68_diag6/r68d6_handler_return.pyc                         4/4 bad=0 d=+0          4/4 bad=0 d=+0        
round68_diag6/r68d6_handler_return2.pyc                        3/3 bad=0 d=+0          3/3 bad=0 d=+0        
round68_diag6/r68d6_tuple_ternary.pyc                          4/4 bad=0 d=+0          4/4 bad=0 d=+0        
round68_diag6/r68d6_tuple_ternary2.pyc                         3/3 bad=0 d=+0          3/3 bad=0 d=+0        
round69_diag1/r69d1_atco.pyc                                   2/2 bad=0 d=+0          2/2 bad=0 d=+0        
round69_diag1/r69d1_gma.pyc                                    1/2 bad=1 d=+12         1/2 bad=1 d=+12       
round69_diag2/r69diag2_whilepre.pyc                            2/2 bad=0 d=+0          2/2 bad=0 d=+0        
round69_diag2/r69diag2_whilepre2.pyc                           2/2 bad=0 d=+0          2/2 bad=0 d=+0        
round69_diag3/s_polarity.pyc                                   1/2 bad=1 d=-4          1/2 bad=1 d=-4        
round69_diag4/r69d4_orchain.pyc                                2/6 bad=4 d=-12         2/6 bad=4 d=-12       
round69_diag5/t_n2.pyc                                         2/2 bad=0 d=+0          2/2 bad=0 d=+0        
round69_diag5/t_n3.pyc                                         2/2 bad=0 d=+0          2/2 bad=0 d=+0        
round69_diag5/try_A.pyc                                        1/2 bad=1 d=-4          1/2 bad=1 d=-4        
candidate columns worse-than-landed on 0 repro(s)
